;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Novikov L.S., Makletsov A.A., Sinolits V.V.,""7004980350";7801326309;6508011788;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954069903&doi=10.1016%2fj.asr.2015.11.003&partnerID=40&md5=2df545444b8a4b22e91d3a7ef8ba30fa"",""Material properties"; Mathematical modeling; Space plasma;" Spacecraft charging"",""Materials properties"; Mathematical models; Orbits; Spacecraft; Geosynchronous orbits; Geosynchronous spacecrafts; Model results; Similar models; Space plasmas; Spacecraft charging; Surface materials;" Codes (symbols)""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Babash A.V.,""6505880478";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011876516&doi=10.3103%2fS0146411616080034&partnerID=40&md5=005101f32b3410429fef8e5697665df1"",""degree of distiguishability"; diameter of automaton;" finite automaton"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Shershakov S.A.,""56048275500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010031019&doi=10.3103%2fS014641161607018X&partnerID=40&md5=617684f2bad9ca7586292f5ecf9f5270"",""automation"; experiments; fuzzy model; modeling language;" process mining"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Baranov A.P., Baranov P.A.,""57077877300";57078089400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011805297&doi=10.3103%2fS0146411616080046&partnerID=40&md5=4762ec94132baadf8a0fe7b4ae8c9ec5"",""CRC"; error probability; information security; telecommunication protocols;" uniform distribution"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Beklaryan A.L., Akopov A.S.,""57193798068";47561181900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014301961&partnerID=40&md5=fc9ff1a2176ed301476515633b9ef409"",""Crowd behavior"; Fuzzy means clustering;" Intelligent agents"",""Behavioral research"; Control system synthesis; Intelligent agents; Multi agent systems; Optimal control systems; Optimization; Control parameters; Crowd behavior; Dynamical Clustering; Evolution strategies; Fuzzy means clustering; Optimal values;" Autonomous agents""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Baranov A.P., Baranov P.A.,""57077877300";57078089400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011848810&doi=10.3103%2fS0146411616080058&partnerID=40&md5=587ad26166235ea6bf48a888da8485e0"",""CRC"; error probability; information security; minor distortion;" telecommunication protocols"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Ulitin B., Babkin E., Babkina T.,""57191269342";6701533991;57027878200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988527650&doi=10.1007%2f978-3-319-45321-7_12&partnerID=40&md5=25111b6e92b944b6021e7abbe7084548"",""Constraints satisfaction"; Decision support; Domain-specific language;" Railway transportation"",""Computer programming languages"; Constraint satisfaction problems; Graphical user interfaces; Information science; Problem oriented languages; Railroads; Resource allocation; Semantics; Constraints satisfaction; Decision supports; Distributed constraint satisfaction; Domain specific languages; Dynamic contexts; Problem definition; Railway transportation; Resource allocation process;" Decision support systems""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Avdoshin S.M., Shilov V.V., Silantiev S.A.,""8122631900";57200388029;56018508000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994073350&partnerID=40&md5=2c160069152fe77c152834ea695b8e25"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Raikov A.N., Avdeeva Z., Ermakov A.,""36806473600";26647340000;57192987050;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009747774&doi=10.1016%2fj.ifacol.2016.12.205&partnerID=40&md5=89bd39e175e6b606266bfee50a97a733"",""Big Data"; cognitive modeling; data refining; intellectual agents;" networked expertise"",""Decision making"; Intelligent agents; Refining; Cognitive model; Decision makers; Decision making process; networked expertise; Quality of controls; Rapid external changes;" Big data""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Kuzmina L.I., Osipov Y.V.,""56104145400";7004957058;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006802375&doi=10.1016%2fj.proeng.2016.08.129&partnerID=40&md5=0662ba24b98dc1bfc3c2a2045f78ca5e"",""asymptotic solution"; Autodesk suspension; deep bed filtration; porous media; size exclusion model;" suspended and retained particles"",""Bandpass filters"; Filtration; Suspensions (fluids); Asymptotic solutions; Autodesk; Deep bed filtration; Design and construction; Equation coefficients; Numerical solution; Size exclusion; Solid particles;" Porous materials""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Thurner T.W., Roud V.,""23978154900";55903466600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958632981&doi=10.1016%2fj.jclepro.2015.09.126&partnerID=40&md5=6d2cfc0b3788fe2cb2375bfb5069ed68"",""Eco-innovation"; Greening; Latent class analysis; Manufacturing; Russia;" Strategy"",""Product development"; Supply chains; Eco-innovation; Greening; Latent class analysis; Russia; Strategy;" Manufacture""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Aksenov S.A., Zakhariev I.Y., Kolesnikov A.V., Osipov S.A.,""15080694300";57200657654;56423264600;55736057300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958073876&doi=10.4028%2fwww.scientific.net%2fMSF.838-839.552&partnerID=40&md5=7f37af5a6a276baa74cf0117a8046d90"",""Biaxial tension"; Free bulging; Material characterization;" Superplastic forming"",""Finite element method"; Inverse problems; Superplasticity; Biaxial tensions; Finite element simulations; Free bulging; Material characterizations; Semi-analytical solution; Stress-strain condition; Superplastic forming; Superplastic materials;" Characterization""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Zaramenskikh E.P., Isaev E.A., Korovkina N.L.,""56028558600";7006155805;57192265694;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002918334&doi=10.17537%2f2016.11.288&partnerID=40&md5=4cc13b1afc274c9756ec94e0100e0134"",""EHealth"; Electronic monitoring; Information technology; Internet of Things;" MHealth"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Logachev K.A., Guzenkova A.S., Ivanov S.S., Guzenkov S.A.,""57190248819";6506338514;57197019875;6602359189;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046648317&doi=10.1007%2fs11015-016-0289-4&partnerID=40&md5=500091dd878cee312abb4a1a3a17d47a"",""Alizarin oil"; Corrosive wear; Protective action;" Water"",""Alizarin"; Steel corrosion; Water; Corrosive wear; Gravimetric methods; Load range; Protective action; Protective effects; Running waters; Test specimens;" Corrosion protection""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Lesnykh V.V., Petrov V.S., Timofeyeva T.B.,""6602914103";56654458000;57191157903;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987653419&doi=10.1504%2fIJCIS.2016.079014&partnerID=40&md5=0cd29d1215b1d5c01f0655c014cb3ae6"",""Cascading failures"; Classification; Critical infrastructures; Intersystem failures;" Simulation"",""Accidents"; Classification (of information); Critical infrastructures; Economic and social effects; Public works; Topology; Water supply; Accident consequences; Cascade failure; Cascading failures; Energy supplies; Intersystem; Quantitative assessments; Simulation; Social and economic impacts;" Risk assessment""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Goryainov V.B., Goryainova E.R.,""35974804800";6506405999;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975704750&doi=10.18698%2f1812-3368-2016-2-16-24&partnerID=40&md5=30db48b970b9f1a0865c9bb3b65ebbad"",""Additive outliers"; Error sensitivity; Influence functional; Random coefficient autoregressive model;" Replacement outliers."",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Titov I., Glotov A., Andrey Y., Petrov V.,""55099769100";55099686100;57189250688;57189249001;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990066609&doi=10.3991%2fijoe.v12i09.5844&partnerID=40&md5=9a1b09dc53abf9c6444a7c760fe912bd"",""E-learning"; IEEE P1876™; Labicom; Laser; Remote/virtual laboratory; RF and Microwave;" Standard"",""E-learning"; Lasers; Microwave amplifiers; Solid state lasers; Standards; Labicom; Virtual lab; Virtual laboratories;" Laboratories""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Avdeeva Z., Kovriga S., Makarenko D.,""26647340000";24824593100;8317775600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992359768&doi=10.1016%2fj.ifacol.2016.07.850&partnerID=40&md5=cfdfd44c8c2797fb67a2e25080a0db1d"",""control"; diagnosis; fuzzy cognitive map; maintenance of manufacturing systems; monitoring;" problem diagnosing"",""Cognitive systems"; Control; Diagnosis; Manufacture; Cognitive model; Control problems; Development problems; External environments; Fuzzy cognitive map; problem diagnosing; SWOT analysis; System development;" Monitoring""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Mitsyuk A.A., Shugurov I.S.,""56380468400";57193014491;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010065628&doi=10.3103%2fS0146411616070154&partnerID=40&md5=992a1d4d47d6f54111b54fe6400504b2"",""event log"; event log generation; Petri net; process mining;" ProM"",""Petri nets"; PROM; Effect of noise; event log; event log generation; Process Discovery; Process management; Process mining; Process Modeling; Process modelling;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Afanas'ev V.,""7202887350";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992374741&doi=10.1016%2fj.ifacol.2016.07.631&partnerID=40&md5=4cd738c33c0fb3b22d16b3d9664a5434"",""differential games"; Hamilton-Jacobi-Isaacs equation; Non-linear systems;" viscosity solution"",""Engineering research"; Game theory; Linear systems; Viscosity; Algorithmic procedure; Bounded disturbances; Differential games; Hamilton-Jacobi-Isaacs equations; Optimal controls; Quadratic quality; Research universities; Viscosity solutions;" Quality control""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Chumachenko E.N., Logashina I.V., Zakhar’ev I.Y.,""7004559856";6506347069;57200657654;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046702111&doi=10.1007%2fs11015-016-0314-7&partnerID=40&md5=c9d79935890544ca2eb752d7bf2b3021"",""Forging"; Mathematical modeling; Optimization of manufacturing; Spherical tank;" Titanium"",""Deformation"; Dies; Forging; Mathematical models; Pressure vessels; Titanium; Computer modeling; Forging force; Maximum forces; Maximum load; Production process; Semi-finished products; Spherical tank; Superplastic flow;" Finite element method""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Babkin E., Malyzhenkov P.,""6701533991";54783108900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997190999&doi=10.1007%2f978-3-319-49454-8_9&partnerID=40&md5=a16b67a20c568e25235ef47a552b3ff0"",""Brand"; Competences; DEMO; Family business;" Ontological map"",""Competition"; Brand; Business administration; Competences; Competitive advantage; DEMO; Enterprise engineering; Enterprise performance; Family business;" Ontology""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Skrynnik A., Petrov A., Panov A.I.,""57188871403";56486802500;56504794900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964038709&doi=10.1007%2f978-3-319-32554-5_28&partnerID=40&md5=cd6b7282b78fd42d9de8260b584e3953"",,""Algorithms"; Artificial intelligence; Extraction; Learning systems; Algorithmic properties; Cross levels; Explicit state; Online machines; Temporal memory;" Memory architecture""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Poletaeva T., Abdulrab H., Babkin E.,""56337698400";6602972854;6701533991;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976641944&doi=10.1007%2f978-3-319-39567-8_8&partnerID=40&md5=ce8d8dd15c6c5af7f5f4cce4586f0242"",""Conceptual modeling"; Enterprise ontology; Foundational ontology; Ontology pattern;" Ontology pattern language"",""Computational linguistics"; Conceptual model; Design and implementations; Enterprise modeling; Enterprise ontology; Foundational ontologies; Ontology patterns; Operational knowledge; Unified foundational ontologies (UFO);" Modeling languages""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Ganter B., Obiedkov S.,""7003634626";7801637737;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991686022&doi=10.1007%2f978-3-662-49291-8&partnerID=40&md5=0708af3029d7a6cc1fcf822c6aad8ac4"",,""Algebraic structures"; Attribute exploration; Concept hierarchies; Interactive process; Knowledge extraction; Mathematical theory; Qualitative data; Structured knowledge;" Formal concept analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Abelev M.Y., Averin I.V., Korableva U.A.,""6603802978";56672886500;56672839900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973662322&doi=10.1007%2fs11204-016-9351-2&partnerID=40&md5=bde063f89fca453bd4c1d3b9efafaaf6"",,""Compaction"; Soil mechanics; Soil moisture; Clay soil; Compaction process; Experimental investigations; Geosynthetic drain; In-buildings; Sand mat; Saturated clay; Soil consolidation; Clay; clay soil; compaction; experimental study; geosynthetics; soil mechanics; Krasnodar [Russian Federation]; Russian Federation;" Sochi""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Obolenskaya L.N., Gaynanova A.A., Kravchenko G.V., Kuz’micheva G.M., Savinkina E.V., Domoroshchina E.N., Tsybinsky A.M., Podbelsky A.V.,""56663191300";57188565232;57188566004;7003775581;8419176500;9633013200;57188548229;57188558883;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961618678&doi=10.1134%2fS1995078016010110&partnerID=40&md5=acc70d6a16085b3195fa95dc31173a3a"",,""Ethanol"; Granulation; Mixtures; Nanocomposites; Nanocrystals; Photocatalysis; Porphyrins; Silicon oxides; Solutions; Adsorptive properties; Microwave treatment; Model water systems; Nanocrystallines; Photocatalytic activities; Reaction mixture; Titanium dioxide nanoparticles; Ultrasonic treatments;" Titanium dioxide""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Burov A.A., Nikonov V.I.,""14120866400";56224480800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983786065&doi=10.20537%2fnd1602002&partnerID=40&md5=84f2f0c48750120c92f8e58c1fa8ab1c"",""Asteroid-Like Systems"; Bifurcations Of Steady Motions; Generalized Planar Two-Body Problem; Gravitating Systems With Irregular Mass Distribution; Gyroscopic Stabilization; Necessary Conditions For Stability; Poincare Bifurcation Diagrams;" Stability Of Steady Motions"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Titov I., Glotov A., Andrey Y., Petrov V.,""55099769100";55099686100;57189250688;57189249001;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041790159&doi=10.3991%2fijoe.v12i09.5844&partnerID=40&md5=4bee51588c7f4ac388f134651b6ea520"",""E-learning"; IEEE P1876™; Labicom; Laser; Remote/virtual laboratory; RF and Microwave;" Standard"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Rulkov N.F., Hunt A.M., Rulkov P.N., Maksimov A.G.,""7003420632";57192888002;57192891883;57195556378;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008692989&doi=10.3844%2fajeassp.2016.973.984&partnerID=40&md5=e173400f2e4abb58bde7c5dac0445f8f"",""Biomimetic robotics"; Embedded solutions; Map-Based neuron models; Neurobiological networks; Quantization;" Spiking-Bursting activity"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Chulanova G.Yu., Chigirinova M.V., Lyubimenko A.I.,""57190944371";56728677800;35148222000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984600100&partnerID=40&md5=7669e77eedae127be62c38ba2ef91165"",""Ratio stock availability"; The average monthly demand; The factor of satisfaction; The ratio of seasonness;" The size of the order"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Celik L.,""55860138500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948953687&doi=10.1016%2fj.ijindorg.2015.10.002&partnerID=40&md5=5d7219a80b563e7fb699e398c02ccec2"",""Information disclosure"; Informative advertising; Sampling;" Tune-ins"",""Sampling"; Television stations; Advertising revenues; Information disclosure; Opportunity costs; Private information; TV stations;" Marketing""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Popkov Y.S., Dubnov Y.A.,""7006921474";57189456364;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971223659&doi=10.1134%2fS0005117916050076&partnerID=40&md5=9a5ff8a079eeb7d494c2ae2c4400eca8"",,""Differential equations"; Entropy; Forecasting; Ordinary differential equations; Parameter estimation; Population dynamics; Forecasting methods; Forecasting problems; Linear ordinary differential equations; Measurement Noise; Probability density functions (PDFs); Random parameters; Robust estimation; World population;" Probability density function""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Abdrakhmanova G.,""57202942554";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049845060&partnerID=40&md5=feeef8d3aff2db754b4a6c487ccfd8ad"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Kotov A.D., Mikhaylovskaya A.V., Kishchik M.S., Tsarkov A.A., Aksenov S.A., Portnoy V.K.,""55356096100";36504555400;57190231627;56596635600;15080694300;7005646840;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978541068&doi=10.1016%2fj.jallcom.2016.07.045&partnerID=40&md5=e95a0125c2efeba99fa1ba1998766edf"",""Activation energy"; Aluminium alloys; Fine grain structure; Particles stimulated nucleation; Superplastic forming;" Superplasticity"",""Activation energy"; Aluminum; Chemical activation; Crystal microstructure; Grain size and shape; High strength alloys; Nickel; Strain rate; Superplasticity; Thermomechanical treatment; Al-based alloys; Coarse particles; Effective activation energy; Fine grain structure; High strength aluminium alloys; Initial strains; Superplastic forming; Superplastic properties;" Aluminum alloys""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Akhmet'ev P.M., Kudryavtseva E.A., Smirnov A.Y.,""56197636300";7003422444;56264595500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966709088&partnerID=40&md5=605005eea6a8a6d6254bbe5204ec5e7a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Suvorova A., Tulupyeva T.,""55667628400";57144665900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978732490&doi=10.1007%2f978-3-319-33816-3_10&partnerID=40&md5=b54b5c791d3e4eeaf096109919c3e8bf"",""Bayesian belief network"; Poisson random process; Rate estimates;" Risky behavior"",""Behavioral research"; Decision theory; Random processes; Statistical tests; Automatically generated; Current practices; Model testing; Risky behaviors;" Bayesian networks""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
